Dataset_PID;Literature_PID;DataCite_RelationType_of_Dataset_PID_record;links_in_scholix;url_to_scholix
10.17182/hepdata.45104;10.1007/bf01556128;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.45104&targetPid=10.1007/bf01556128&relation=IsSupplementTo
10.5517/ccvhxcl;10.1021/cm1008587;IsSupplementTo;1;/v3/Links?sourcePid=10.5517/ccvhxcl&targetPid=10.1021/cm1008587&relation=IsSupplementTo
10.17182/hepdata.58995.v1/t100;10.1103/physrevd.86.072004;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.58995.v1/t100&targetPid=10.1103/physrevd.86.072004&relation=IsSupplementTo
10.17182/hepdata.58995.v1/t86;10.1103/physrevd.86.072004;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.58995.v1/t86&targetPid=10.1103/physrevd.86.072004&relation=IsSupplementTo
10.17182/hepdata.11211.v1/t14;10.1103/physrevd.75.012007;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.11211.v1/t14&targetPid=10.1103/physrevd.75.012007&relation=IsSupplementTo
10.17182/hepdata.1500.v1/t2;10.1007/bf01555856;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.1500.v1/t2&targetPid=10.1007/bf01555856&relation=IsSupplementTo
10.17182/hepdata.31046.v1/t37;10.1016/0370-2693(81)90896-0;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.31046.v1/t37&targetPid=10.1016/0370-2693(81)90896-0&relation=IsSupplementTo
10.17182/hepdata.47586.v1;10.1016/0370-2693(96)00257-2;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.47586.v1&targetPid=10.1016/0370-2693(96)00257-2&relation=IsSupplementTo
10.17182/hepdata.45319.v1/t11;10.1088/1126-6708/2008/06/061;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.45319.v1/t11&targetPid=10.1088/1126-6708/2008/06/061&relation=IsSupplementTo
10.17182/hepdata.62221.v1/t19;10.1093/ptep/ptt097;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.62221.v1/t19&targetPid=10.1093/ptep/ptt097&relation=IsSupplementTo
10.17182/hepdata.62221.v1/t26;10.1093/ptep/ptt097;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.62221.v1/t26&targetPid=10.1093/ptep/ptt097&relation=IsSupplementTo
10.17182/hepdata.62221.v1/t36;10.1093/ptep/ptt097;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.62221.v1/t36&targetPid=10.1093/ptep/ptt097&relation=IsSupplementTo
10.17182/hepdata.31045.v1/t9;10.1016/0370-2693(81)90897-2;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.31045.v1/t9&targetPid=10.1016/0370-2693(81)90897-2&relation=IsSupplementTo
10.17182/hepdata.75323.v1/t18;10.1103/physrevd.94.092003;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.75323.v1/t18&targetPid=10.1103/physrevd.94.092003&relation=IsSupplementTo
10.17182/hepdata.44324.v1/t5;10.1016/s0370-2693(98)00426-2;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.44324.v1/t5&targetPid=10.1016/s0370-2693(98)00426-2&relation=IsSupplementTo
10.17182/hepdata.58224.v1/t14;10.1140/epjc/s10052-011-1795-y;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.58224.v1/t14&targetPid=10.1140/epjc/s10052-011-1795-y&relation=IsSupplementTo
10.17182/hepdata.58224.v1/t28;10.1140/epjc/s10052-011-1795-y;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.58224.v1/t28&targetPid=10.1140/epjc/s10052-011-1795-y&relation=IsSupplementTo
10.17182/hepdata.14584.v1/t6;10.1007/bf01565094;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.14584.v1/t6&targetPid=10.1007/bf01565094&relation=IsSupplementTo
10.17182/hepdata.71443.v1;10.1103/physrevd.93.032003;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.71443.v1&targetPid=10.1103/physrevd.93.032003&relation=IsSupplementTo
10.5517/ccdc.csd.cc2dp9cs;10.1126/science.adg2833;IsSupplementTo;1;/v3/Links?sourcePid=10.5517/ccdc.csd.cc2dp9cs&targetPid=10.1126/science.adg2833&relation=IsSupplementTo
10.17182/hepdata.46048.v1/t16;10.1016/j.nuclphysb.2005.09.021;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.46048.v1/t16&targetPid=10.1016/j.nuclphysb.2005.09.021&relation=IsSupplementTo
10.17182/hepdata.63216.v1/t10;10.1007/jhep05(2014)071;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.63216.v1/t10&targetPid=10.1007/jhep05(2014)071&relation=IsSupplementTo
10.17182/hepdata.33787.v1/t1;10.1016/0550-3213(85)90611-x;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.33787.v1/t1&targetPid=10.1016/0550-3213(85)90611-x&relation=IsSupplementTo
10.17182/hepdata.68072.v1/t12;10.1140/epjc/s10052-012-2080-4;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.68072.v1/t12&targetPid=10.1140/epjc/s10052-012-2080-4&relation=IsSupplementTo
10.17182/hepdata.68777.v1/t27;10.1103/physrevd.92.072004;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.68777.v1/t27&targetPid=10.1103/physrevd.92.072004&relation=IsSupplementTo
10.17182/hepdata.68777.v1/t32;10.1103/physrevd.92.072004;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.68777.v1/t32&targetPid=10.1103/physrevd.92.072004&relation=IsSupplementTo
10.17182/hepdata.57334;10.1103/physrevlett.115.091801;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.57334&targetPid=10.1103/physrevlett.115.091801&relation=IsSupplementTo
10.17182/hepdata.44998.v1/t10;10.1007/bf01579802;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.44998.v1/t10&targetPid=10.1007/bf01579802&relation=IsSupplementTo
10.17182/hepdata.44998.v1/t8;10.1007/bf01579802;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.44998.v1/t8&targetPid=10.1007/bf01579802&relation=IsSupplementTo
10.17182/hepdata.32060.v1;10.1016/0550-3213(75)90178-9;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.32060.v1&targetPid=10.1016/0550-3213(75)90178-9&relation=IsSupplementTo
10.17182/hepdata.45305.v1/t24;10.1140/epjc/s10052-009-0995-1;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.45305.v1/t24&targetPid=10.1140/epjc/s10052-009-0995-1&relation=IsSupplementTo
10.17182/hepdata.46546.v1/t7;10.1140/epjc/s2002-01130-2;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.46546.v1/t7&targetPid=10.1140/epjc/s2002-01130-2&relation=IsSupplementTo
10.17182/hepdata.58936.v1/t6;10.1140/epjc/s10052-012-2043-9;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.58936.v1/t6&targetPid=10.1140/epjc/s10052-012-2043-9&relation=IsSupplementTo
10.5517/cc107rgg;10.1021/cg400584w;IsSupplementTo;1;/v3/Links?sourcePid=10.5517/cc107rgg&targetPid=10.1021/cg400584w&relation=IsSupplementTo
10.17182/hepdata.64697;10.1103/physrevd.91.072003;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.64697&targetPid=10.1103/physrevd.91.072003&relation=IsSupplementTo
10.17182/hepdata.45698.v1/t3;10.1016/j.physletb.2006.05.042;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.45698.v1/t3&targetPid=10.1016/j.physletb.2006.05.042&relation=IsSupplementTo
10.17182/hepdata.75256.v1/t23;10.1016/j.physletb.2016.10.053;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.75256.v1/t23&targetPid=10.1016/j.physletb.2016.10.053&relation=IsSupplementTo
10.17182/hepdata.55178.v1/t3;10.1007/jhep05(2010)085;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.55178.v1/t3&targetPid=10.1007/jhep05(2010)085&relation=IsSupplementTo
10.17182/hepdata.75197.v1/t29;10.1103/physrevd.93.092004;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.75197.v1/t29&targetPid=10.1103/physrevd.93.092004&relation=IsSupplementTo
10.17182/hepdata.49627;10.1016/0370-2693(85)90012-7;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.49627&targetPid=10.1016/0370-2693(85)90012-7&relation=IsSupplementTo
10.17182/hepdata.58152.v1/t2;10.1140/epjc/s10052-011-1809-9;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.58152.v1/t2&targetPid=10.1140/epjc/s10052-011-1809-9&relation=IsSupplementTo
10.17182/hepdata.59945.v1/t12;10.1007/jhep11(2012)094;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.59945.v1/t12&targetPid=10.1007/jhep11(2012)094&relation=IsSupplementTo
10.17182/hepdata.59945.v1/t14;10.1007/jhep11(2012)094;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.59945.v1/t14&targetPid=10.1007/jhep11(2012)094&relation=IsSupplementTo
10.17182/hepdata.45894.v1/t23;10.1016/j.nuclphysb.2005.04.009;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.45894.v1/t23&targetPid=10.1016/j.nuclphysb.2005.04.009&relation=IsSupplementTo
10.17182/hepdata.44781.v1/t1;10.1016/0550-3213(96)00211-8;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.44781.v1/t1&targetPid=10.1016/0550-3213(96)00211-8&relation=IsSupplementTo
10.17182/hepdata.44781.v1/t13;10.1016/0550-3213(96)00211-8;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.44781.v1/t13&targetPid=10.1016/0550-3213(96)00211-8&relation=IsSupplementTo
10.17182/hepdata.44781.v1/t25;10.1016/0550-3213(96)00211-8;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.44781.v1/t25&targetPid=10.1016/0550-3213(96)00211-8&relation=IsSupplementTo
10.17182/hepdata.57944.v1/t2;10.1103/physrevd.84.052008;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.57944.v1/t2&targetPid=10.1103/physrevd.84.052008&relation=IsSupplementTo
10.17182/hepdata.62615.v1/t5;10.1140/epjc/s10052-013-2406-x;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.62615.v1/t5&targetPid=10.1140/epjc/s10052-013-2406-x&relation=IsSupplementTo
10.5517/ccdc.csd.cc1zy7fl;10.1021/acs.inorgchem.8b01398;IsSupplementTo;1;/v3/Links?sourcePid=10.5517/ccdc.csd.cc1zy7fl&targetPid=10.1021/acs.inorgchem.8b01398&relation=IsSupplementTo
10.17182/hepdata.15846.v1/t4;10.1007/bf01441345;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.15846.v1/t4&targetPid=10.1007/bf01441345&relation=IsSupplementTo
10.17182/hepdata.19490.v1/t18;10.1103/physrevlett.85.1819;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.19490.v1/t18&targetPid=10.1103/physrevlett.85.1819&relation=IsSupplementTo
10.1594/pangaea.701303;10.1016/j.marchem.2004.06.041;IsSupplementTo;1;/v3/Links?sourcePid=10.1594/pangaea.701303&targetPid=10.1016/j.marchem.2004.06.041&relation=IsSupplementTo
10.17182/hepdata.61486.v1/t22;10.1103/physrevc.84.055203;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.61486.v1/t22&targetPid=10.1103/physrevc.84.055203&relation=IsSupplementTo
10.17182/hepdata.61486.v1/t39;10.1103/physrevc.84.055203;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.61486.v1/t39&targetPid=10.1103/physrevc.84.055203&relation=IsSupplementTo
10.17182/hepdata.61486.v1/t41;10.1103/physrevc.84.055203;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.61486.v1/t41&targetPid=10.1103/physrevc.84.055203&relation=IsSupplementTo
10.1594/pangaea.921961;10.1029/2020jc016301;IsSupplementTo;1;/v3/Links?sourcePid=10.1594/pangaea.921961&targetPid=10.1029/2020jc016301&relation=IsSupplementTo
10.57760/sciencedb.04991;10.1088/1741-4326/ac4acd;IsSupplementTo;1;/v3/Links?sourcePid=10.57760/sciencedb.04991&targetPid=10.1088/1741-4326/ac4acd&relation=IsSupplementTo
10.6084/m9.figshare.c.5605805.v1;10.1186/s12934-021-01663-7;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.5605805.v1&targetPid=10.1186/s12934-021-01663-7&relation=IsSupplementTo
10.6084/m9.figshare.c.3855691_d6.v1;10.1186/s13071-017-2325-z;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.3855691_d6.v1&targetPid=10.1186/s13071-017-2325-z&relation=IsSupplementTo
10.25505/fiz.icsd.cc14pwf4;10.1016/j.jssc.2015.02.009;IsSupplementTo;1;/v3/Links?sourcePid=10.25505/fiz.icsd.cc14pwf4&targetPid=10.1016/j.jssc.2015.02.009&relation=IsSupplementTo
10.6084/m9.figshare.14432261;10.1186/s40168-020-00989-5;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.14432261&targetPid=10.1186/s40168-020-00989-5&relation=IsSupplementTo
10.1594/pangaea.897393;10.1038/s41467-019-08606-2;IsSupplementTo;1;/v3/Links?sourcePid=10.1594/pangaea.897393&targetPid=10.1038/s41467-019-08606-2&relation=IsSupplementTo
10.6084/m9.figshare.19964385.v1;10.1590/2175-8239-jbn-2021-0089;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.19964385.v1&targetPid=10.1590/2175-8239-jbn-2021-0089&relation=IsSupplementTo
10.25505/fiz.icsd.cc1y3q4x;10.1021/acs.inorgchem.6b02108;IsSupplementTo;1;/v3/Links?sourcePid=10.25505/fiz.icsd.cc1y3q4x&targetPid=10.1021/acs.inorgchem.6b02108&relation=IsSupplementTo
10.17182/hepdata.132013.v1/t14;10.1103/physrevc.95.055201;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.132013.v1/t14&targetPid=10.1103/physrevc.95.055201&relation=IsSupplementTo
